model,target,variogram_model,fold,test_blocks,n_train_available,n_train_used,n_test,n_closest_points,status,error,mae,rmse,r2,mape,bias,explained_variance
OrdinaryKriging,Mn,linear,1,Pampady,3052,1200,1856,48,success,,34.67184490243109,35.19403423870333,-35.52944600827909,596.0290990662511,34.67184490243109,-0.07596491110683634
OrdinaryKriging,Mn,linear,2,Vazhoor,3857,1200,1051,48,success,,33.02821493720013,42.039156020426645,-1.4452320977030593,67.47143615380945,-32.77155956310909,0.040725202383556924
OrdinaryKriging,Mn,linear,3,Chelannur,3906,1200,1002,48,success,,12.850226464198856,19.715010883294912,-0.49306950149856954,65.95623321538028,-11.329508749722367,-2.220446049250313e-16
OrdinaryKriging,Mn,linear,4,Nedumangad,3909,1200,999,48,success,,20.630380817705426,23.91359209683629,-0.3017282268579409,178.69149060304866,11.377715652729579,-0.0070548907962193486
OrdinaryKriging,Zn,spherical,1,Pampady,3052,1200,1856,48,success,,7.399817817985112,7.505691560394751,-273.8084335606995,2061.7523870898863,7.399817817985112,-6.6981029791775395
OrdinaryKriging,Zn,spherical,2,Vazhoor,3857,1200,1051,48,success,,5.677837819455961,7.129590416836001,-1.8038938020960193,80.52709545282592,-5.6768778339627035,-0.026222361863739607
OrdinaryKriging,Zn,spherical,3,Chelannur,3906,1200,1002,48,success,,3.409859095783336,4.788000482781454,-1.0161479620333278,67.15150364886382,-3.3991588470040712,-2.220446049250313e-16
OrdinaryKriging,Zn,spherical,4,Nedumangad,3909,1200,999,48,success,,3.427256565588562,4.26938636056827,-0.001952783229499211,114.84116603923052,0.04142231305818994,-0.0018584673035910715
OrdinaryKriging,Zn,exponential,1,Pampady,3052,1200,1856,48,success,,7.253320537873967,7.348095137955834,-262.38932591059046,2023.4773254648676,7.253320537873967,-5.7504939881175625
OrdinaryKriging,Zn,exponential,2,Vazhoor,3857,1200,1051,48,success,,5.551136401074199,7.0452409755899845,-1.737941112621503,77.55929454989746,-5.548235842650165,-0.03992336254993489
OrdinaryKriging,Zn,exponential,3,Chelannur,3906,1200,1002,48,success,,3.413049055253892,4.7903966763590216,-1.018166462111664,67.25232009216249,-3.4025315298242247,-1.033314352305581e-06
OrdinaryKriging,Zn,exponential,4,Nedumangad,3909,1200,999,48,success,,3.422662667648853,4.268443740114107,-0.0015103979094790443,114.15952687084956,0.006812531655025321,-0.0015078467746851842
OrdinaryKriging,Zn,gaussian,1,Pampady,3052,1200,1856,48,success,,7.396904933845958,7.5023917039382795,-273.5668491486058,2060.9947443348597,7.396904933845958,-6.666769231462925
OrdinaryKriging,Zn,gaussian,2,Vazhoor,3857,1200,1051,48,success,,5.589655969293942,7.076102236591803,-1.7619804268567432,78.36130509593671,-5.587306427536992,-0.03996364715167777
OrdinaryKriging,Zn,gaussian,3,Chelannur,3906,1200,1002,48,success,,3.3751085625815382,4.761943906843553,-0.9942636842994368,66.05742722432109,-3.3623566164187655,0.0
OrdinaryKriging,Zn,gaussian,4,Nedumangad,3909,1200,999,48,success,,3.426894130046874,4.268967423756484,-0.0017561581060123732,114.83133603472801,0.0407690184097353,-0.0016647937390157352
OrdinaryKriging,Zn,linear,1,Pampady,3052,1200,1856,48,success,,7.328841557389579,7.432042483835552,-268.44181586538076,2042.8177054445846,7.328841557389579,-6.430954363226913
OrdinaryKriging,Zn,linear,2,Vazhoor,3857,1200,1051,48,success,,5.7159973423507875,7.1500398279405335,-1.8200013772509824,81.54258330882956,-5.7151526309360765,-0.018278200816966406
OrdinaryKriging,Zn,linear,3,Chelannur,3906,1200,1002,48,success,,3.394845570325457,4.776723609691926,-1.0066621356911818,66.67891200702277,-3.3832720946912365,9.61942428556739e-06
OrdinaryKriging,Zn,linear,4,Nedumangad,3909,1200,999,48,success,,3.4256185338104967,4.269032774637893,-0.0017868288244675679,114.62159892647614,0.029754348294431337,-0.0017381637688340668
OrdinaryKriging,Cu,spherical,1,Pampady,3052,1200,1856,48,success,,3.928434064941106,4.061161755262356,-11.83219403321152,5559.53753001452,3.881167223415295,-0.11226309133899903
OrdinaryKriging,Cu,spherical,2,Vazhoor,3857,1200,1051,48,success,,2.4275819992909264,3.225227215109573,-1.4614945224542248,70.48632952204574,-2.344640203891324,-0.1606342304239501
OrdinaryKriging,Cu,spherical,3,Chelannur,3906,1200,1002,48,success,,1.553842565267044,2.285395157401131,-0.6161230133723639,49.82515155084441,-1.4111000619092684,-4.440892098500626e-16
OrdinaryKriging,Cu,spherical,4,Nedumangad,3909,1200,999,48,success,,1.5468343031343128,1.952932017829312,-0.08934412690545779,114.27951186215563,0.5723343301692247,0.004215921697971248
OrdinaryKriging,Cu,exponential,1,Pampady,3052,1200,1856,48,success,,3.9080928814691496,4.0379209759238215,-11.685744879958557,5528.063965290166,3.8576594688279027,-0.10735635644921349
OrdinaryKriging,Cu,exponential,2,Vazhoor,3857,1200,1051,48,success,,2.3969892566361373,3.124713058863689,-1.310460387021756,78.4928970345589,-1.790707166391189,-0.551660276664707
OrdinaryKriging,Cu,exponential,3,Chelannur,3906,1200,1002,48,success,,1.4312980021891668,2.157840489865559,-0.44075615945270497,48.69580386117162,-1.193502383303458,-2.220446049250313e-16
OrdinaryKriging,Cu,exponential,4,Nedumangad,3909,1200,999,48,success,,1.893091636214666,2.2064515298613334,-0.3905276470919008,141.63850033386643,1.1283421196626195,-0.026886980401950256
OrdinaryKriging,Cu,gaussian,1,Pampady,3052,1200,1856,48,success,,3.8467585737461145,3.9990127786741985,-11.442450632732179,5542.986307238836,3.8180002583217423,-0.10090487312583951
OrdinaryKriging,Cu,gaussian,2,Vazhoor,3857,1200,1051,48,success,,2.698716481833495,3.4249838372669017,-1.7758455295254967,78.55735902762088,-2.697373299616013,-0.05413414737087785
OrdinaryKriging,Cu,gaussian,3,Chelannur,3906,1200,1002,48,success,,1.6406862578070258,2.368119147320593,-0.7352374319693513,51.47779587280129,-1.5414800210039092,-2.220446049250313e-16
OrdinaryKriging,Cu,gaussian,4,Nedumangad,3909,1200,999,48,success,,1.5480020014495246,1.9537540263333568,-0.0902613514477395,114.01590311149536,0.5730712859368583,0.003539794027411003
OrdinaryKriging,Cu,linear,1,Pampady,3052,1200,1856,48,success,,3.858794949391385,3.9819153745094673,-11.336285007503772,5452.570051131129,3.8003552047041196,-0.09932789790077745
OrdinaryKriging,Cu,linear,2,Vazhoor,3857,1200,1051,48,success,,2.8214675809785876,3.5041379670879675,-1.9056321776932208,83.82636127357675,-2.8214675809785876,-0.02186003112038515
OrdinaryKriging,Cu,linear,3,Chelannur,3906,1200,1002,48,success,,1.5644948651251858,2.2958282052048693,-0.6309122062547374,49.99450053821827,-1.4279354001713072,1.1712852909795402e-13
OrdinaryKriging,Cu,linear,4,Nedumangad,3909,1200,999,48,success,,1.424081942775539,1.895561019487811,-0.026281224106908585,103.47031941401339,0.32761972370721115,0.0043758655872417895
OrdinaryKriging,B,spherical,1,Pampady,3052,1200,1856,48,success,,0.8930483584789447,1.0922543702438108,-0.18306295831696384,1783.046604262678,0.4588834692038201,0.025753680370749543
OrdinaryKriging,B,spherical,2,Vazhoor,3857,1200,1051,48,success,,0.7225356084362137,1.0188239380861939,-1.9318211079917744,205.2860556528509,0.19152459928208157,-1.828214295900973
OrdinaryKriging,B,spherical,3,Chelannur,3906,1200,1002,48,success,,1.0955687922794444,1.1044895579848448,-54.34746259472749,1624.0544926338878,1.0944662978387762,0.0
OrdinaryKriging,B,spherical,4,Nedumangad,3909,1200,999,48,success,,0.17866719823364624,0.30419113136601567,-0.13954719825541062,51.06197644688122,-0.10270021944021057,-0.009655329650206879
OrdinaryKriging,B,exponential,1,Pampady,3052,1200,1856,48,success,,0.9438051237734278,1.1203718518826415,-0.2447572169679948,1943.2181892234353,0.5239479905730945,0.027473190327732544
OrdinaryKriging,B,exponential,2,Vazhoor,3857,1200,1051,48,success,,0.4335192598970633,0.6574477739747444,-0.22084830552311296,88.98793339327028,-0.2604367020549128,-0.029271220619583982
OrdinaryKriging,B,exponential,3,Chelannur,3906,1200,1002,48,success,,1.1991209125857125,1.207675187822787,-65.17207815695745,1764.2464348471258,1.1985151866748134,1.1102230246251565e-16
OrdinaryKriging,B,exponential,4,Nedumangad,3909,1200,999,48,success,,0.1658346736227867,0.2906201643111424,-0.04013739255516491,48.16203081794429,-0.06742259084526007,0.01584482474522242
OrdinaryKriging,B,gaussian,1,Pampady,3052,1200,1856,48,success,,0.5905659507000501,0.9856864486965855,0.03653077625831147,909.8846061139907,0.11734833814989039,0.05018648238127488
OrdinaryKriging,B,gaussian,2,Vazhoor,3857,1200,1051,48,success,,0.43375999156263045,0.6763498769630294,-0.2920580224818141,84.38304447179613,-0.29148539179574806,-0.052079279050121885
OrdinaryKriging,B,gaussian,3,Chelannur,3906,1200,1002,48,success,,0.6731838839923636,0.6857990740271096,-20.33871561510981,1051.558112951397,0.669536902152376,7.105427357601002e-15
OrdinaryKriging,B,gaussian,4,Nedumangad,3909,1200,999,48,success,,0.2378861702429576,0.35660946242491653,-0.5661196797618291,59.723672994348235,-0.19766585202680323,-0.08494527359510151
OrdinaryKriging,B,linear,1,Pampady,3052,1200,1856,48,success,,0.9370451014757419,1.1169450256224875,-0.2371543067878812,1925.726023339514,0.5158466448527469,0.026722667134945755
OrdinaryKriging,B,linear,2,Vazhoor,3857,1200,1051,48,success,,0.430050547719583,0.6854408690512385,-0.3270252214454521,80.50681955715335,-0.31627973368360024,-0.0444839370161525
OrdinaryKriging,B,linear,3,Chelannur,3906,1200,1002,48,success,,1.0670446611297644,1.0760609242278318,-51.534936109383324,1585.3931638401953,1.0657703345737368,-4.440892098500626e-16
OrdinaryKriging,B,linear,4,Nedumangad,3909,1200,999,48,success,,0.17144241060195894,0.29916057746011937,-0.10216837924618205,49.62307570810973,-0.09056239079193014,-0.0011652150044709764
