district,block,target,variogram_model,grid_resolution_m,pred_min,pred_max,variance_min,variance_max,sample_count
Thiruvananthapuram,Nedumangad,Mn,exponential,100,6.51962236960927,82.72896367732412,106.58888194621048,780.2447970615787,999
