district,block,target,variogram_model,grid_resolution_m,pred_min,pred_max,variance_min,variance_max,sample_count
Kozhikode,Chelannur,EC,linear,100,0.10093626333093561,0.7981213809936498,0.03864238515142708,0.08252579816080152,1002
