x_utm43n_m,y_utm43n_m,Longitude,Latitude,Ca
586619.6607416593,1261543.2930834661,75.79399871826172,11.41100025177002,170.5
585966.9284897874,1260988.577396417,75.78800201416016,11.406000137329102,298.05
588257.9416588995,1260884.2627534484,75.80899810791016,11.404999732971191,509.05
588908.3582550683,1262544.895129721,75.81500244140625,11.420000076293944,347.05
586400.3718921829,1261984.9971170183,75.79199981689453,11.414999961853027,320.6
585854.8818111967,1262094.1381496561,75.78700256347656,11.416000366210938,226.1
590974.5101216484,1264762.4362057284,75.83399963378906,11.4399995803833,274.85
590767.5827493309,1260891.369950788,75.83200073242188,11.404999732971191,421.05
591306.7218642703,1262994.0513414869,75.83699798583984,11.423999786376951,416.25
592512.4549503046,1261117.584074094,75.8479995727539,11.406999588012695,247.25
590329.5151292651,1261553.682983395,75.8280029296875,11.41100025177002,721.4
589022.0697696577,1260886.4056313618,75.81600189208984,11.404999732971191,321.75
585965.4241913016,1261541.5060066138,75.78800201416016,11.41100025177002,185.35
586751.3955762434,1253249.8803459916,75.79499816894531,11.336000442504885,313.35
592090.1140995687,1256361.2598650767,75.84400177001953,11.36400032043457,434.05
591433.6550581923,1256801.6693310381,75.83799743652344,11.368000030517578,341.6
587176.962483953,1257453.1386020652,75.79900360107422,11.37399959564209,411.4
588593.4262164857,1257899.4771013726,75.81199645996094,11.378000259399414,427.1
589786.6229133717,1260446.2605558222,75.822998046875,11.401000022888184,381.05
592081.437128946,1259346.9802295675,75.84400177001953,11.390999794006348,400.25
588153.8303716312,1259114.6435652373,75.80799865722656,11.388999938964844,281.25
587828.5261202848,1258450.281574798,75.80500030517578,11.383000373840332,406.25
588479.4292583832,1259668.4871942003,75.81099700927734,11.394000053405762,370.6
588152.9062643917,1259446.4229224722,75.80799865722656,11.392000198364258,350.4
591100.7615237727,1258791.2036742258,75.83499908447266,11.38599967956543,371.05
587499.541406326,1259112.8281693317,75.802001953125,11.388999938964844,321.05
591977.5270549692,1257577.3354216435,75.84300231933594,11.375,406.25
585538.5989467519,1257780.4545121011,75.78399658203125,11.376999855041504,85.9
581509.6884245536,1254784.1628772225,75.74700164794922,11.350000381469728,197.05
581727.5273208692,1254895.2444079947,75.7490005493164,11.35099983215332,293.15
583801.4034997335,1254568.870541154,75.76799774169922,11.347999572753906,210.7
582056.4247222452,1254232.644778447,75.75199890136719,11.345000267028809,290.55
586418.4778874181,1255349.9637126252,75.79199981689453,11.354999542236328,200.6
587404.5090531658,1254025.7519694797,75.8010025024414,11.343000411987305,191.7
587835.2664347108,1256017.4133785337,75.80500030517578,11.361000061035156,186.7
587947.6946261029,1254801.3351150048,75.80599975585938,11.350000381469728,300.4
588279.797526889,1253032.8283725542,75.80899810791016,11.333999633789062,809.75
588162.1356403383,1256128.9487092628,75.80799865722656,11.362000465393066,1000.0
590674.9962036889,1255140.6807005086,75.83100128173828,11.352999687194824,567.4
589686.3499219886,1257349.6157267985,75.8219985961914,11.373000144958496,461.05
593512.946570402,1254927.7557417988,75.85700225830078,11.35099983215332,270.65
593182.6505646582,1255700.879731054,75.85399627685547,11.357999801635742,308.55
593837.8508405027,1255702.809901021,75.86000061035156,11.357999801635742,391.95
593727.1564141181,1256255.4236654236,75.85900115966797,11.36299991607666,419.7
594163.3943997498,1256256.7153517257,75.86299896240234,11.36299991607666,414.2
593391.831070208,1259019.0340582537,75.85600280761719,11.387999534606934,134.5
594369.3226090544,1260348.9748846805,75.86499786376953,11.399999618530272,156.4
595682.0473666248,1259247.1356188252,75.87699890136719,11.390000343322754,170.6
596009.1964285556,1259248.1263034132,75.87999725341797,11.390000343322754,482.4
596009.8675424813,1259026.8659782875,75.87999725341797,11.387999534606934,371.05
588254.2343732188,1262211.2768361405,75.80899810791016,11.416999816894531,250.85
588692.149080608,1261880.7210047806,75.81300354003906,11.413999557495115,292.8
586406.417502237,1259773.3866779057,75.79199981689453,11.395000457763672,331.05
587165.0806533822,1261765.9459126452,75.79900360107422,11.413000106811523,242.35
586949.2134491821,1260659.4831412404,75.7969970703125,11.402999877929688,375.4
588473.548724985,1261769.5839488774,75.81099700927734,11.413000106811523,381.85
587057.64702849,1260880.9340161455,75.7979965209961,11.404999732971191,310.7
590765.359162151,1261665.456711713,75.83200073242188,11.411999702453612,321.25
590765.676726803,1261554.9331303202,75.83200073242188,11.41100025177002,190.95
588803.0528827407,1261217.5723305761,75.81400299072266,11.407999992370604,422.7
584787.0471581935,1253355.105593386,75.7770004272461,11.336999893188477,242.0
586751.9990069814,1253028.6252681762,75.79499816894531,11.333999633789062,265.7
588066.8592090395,1251152.39535159,75.80699920654297,11.31700038909912,275.7
589811.0333076898,1251820.7219690096,75.822998046875,11.322999954223633,190.05
592629.9146555931,1258242.700166058,75.8489990234375,11.380999565124512,526.3
588265.6526336081,1258119.7150051391,75.80899810791016,11.380000114440918,341.55
588811.7438449762,1258121.2412400874,75.81400299072266,11.380000114440918,342.65
588370.3828664038,1259668.1824348203,75.80999755859375,11.394000053405762,456.4
589462.61833145,1259339.4689813748,75.81999969482422,11.390999794006348,446.4
590119.4234644162,1258456.7174761703,75.82599639892578,11.383000373840332,393.6
590225.5242936269,1259784.0480066785,75.8270034790039,11.395000457763672,491.75
587934.5049988582,1259556.3389123243,75.80599975585938,11.392999649047852,426.45
590335.2024550751,1259563.1015680113,75.8280029296875,11.392999649047852,311.25
591104.2597425762,1257574.813157237,75.83499908447266,11.375,451.25
592732.8105078324,1260344.133431204,75.8499984741211,11.399999618530272,482.65
587718.5569232141,1258781.6528095042,75.80400085449219,11.38599967956543,446.3
589573.8563048255,1258565.6937362382,75.82099914550781,11.383999824523926,300.6
582926.8802996043,1255340.6524462565,75.76000213623047,11.354999542236328,197.1
583692.6317779626,1254458.061571946,75.76699829101562,11.347000122070312,193.15
583256.3791090176,1254456.9154821292,75.76300048828125,11.347000122070312,98.55
582820.4151557432,1254345.1486355653,75.75900268554688,11.345999717712402,176.4
582711.6394212618,1254234.3433132016,75.75800323486328,11.345000267028809,270.6
583256.9585241347,1254235.7672627661,75.76300048828125,11.345000267028809,100.25
583911.3422245164,1254237.4883567113,75.76899719238281,11.345000267028809,121.15
586965.9015789838,1254577.3749904276,75.7969970703125,11.347999572753906,328.2
587397.2036565738,1256679.6599611763,75.8010025024414,11.366999626159668,228.2
587943.0992963332,1256460.01658648,75.80599975585938,11.364999771118164,190.55
587724.984702599,1256459.4126623347,75.80400085449219,11.364999771118164,231.7
587839.243387199,1254579.7775590855,75.80500030517578,11.347999572753906,286.7
