district,block,target,variogram_model,grid_resolution_m,pred_min,pred_max,variance_min,variance_max,sample_count
Kottayam,Pampady,B,gaussian,100,-1.3287005909506968,4.192115896147142,0.49509466215791437,1.1220462930073578,1856
