district,block,target,variogram_model,grid_resolution_m,pred_min,pred_max,variance_min,variance_max,sample_count
Kozhikode,Chelannur,Fe,spherical,100,16.19134241590502,138.61565228382472,514.6045366557427,978.5148964542688,1002
