district,block,target,variogram_model,grid_resolution_m,pred_min,pred_max,variance_min,variance_max,sample_count
Kozhikode,Chelannur,K,exponential,100,114.86157986449058,349.2614967969725,12021.438888303623,18775.131050259195,1002
